business_type,business_age_months,location_type,state,num_employees,store_size_sqm,foot_traffic_daily,has_online_presence,uses_pos,marketing_spend_naira,inventory_value_naira,num_products,average_product_price_naira,month,customer_retention_rate,has_loyalty_program,accepts_credit_cards,opening_hours_per_day,competition_nearby,has_parking,monthly_sales_thousands
Pharmacy,86,Street_Shop,Lagos,14,14,55,0,1,174211,3505383,382,46680,June,69,1,0,14,0,0,19502.62
Pharmacy,45,Street_Shop,Lagos,14,19,383,1,1,116982,334928,391,40589,February,52,1,0,10,6,1,10912.58
Electronics,25,Shopping_Mall,Lagos,5,136,103,1,1,78491,3185430,191,33168,March,75,0,1,9,1,1,30013.14
Electronics,64,Market,Lagos,14,190,90,1,1,6544,403087,75,49482,November,71,0,1,14,0,1,19923.55
Restaurant,65,Shopping_Mall,Abuja,12,14,153,1,0,35097,2229542,430,29707,December,90,0,0,14,6,0,18477.9
Fashion_Store,50,Market,Lagos,13,197,368,0,1,70561,2933591,107,29929,August,94,0,1,14,2,0,15702.53
Electronics,74,Market,Kano,19,156,469,0,1,145420,827634,46,7147,February,77,0,1,12,1,0,8294.87
Pharmacy,91,Shopping_Mall,Port_Harcourt,11,157,203,1,1,176136,3108897,90,6900,April,66,0,0,8,0,1,20137.96
Fashion_Store,71,Street_Shop,Ibadan,3,81,103,0,1,64881,3551556,445,23785,May,75,0,0,8,4,1,12065.91
Fashion_Store,89,Market,Port_Harcourt,1,50,167,0,1,104280,4034656,87,23020,January,82,0,0,9,2,0,14349.91
Electronics,115,Online,Ibadan,6,30,202,1,1,36546,4012916,131,34708,May,30,0,0,15,1,1,16400.86
Salon,90,Street_Shop,Enugu,19,68,464,1,1,29510,3458261,201,5154,November,91,0,1,11,4,0,22186.67
Salon,34,Street_Shop,Kano,13,151,172,0,1,159388,2578744,24,4379,January,56,0,1,9,5,0,8976.09
Fashion_Store,9,Estate,Ibadan,11,187,285,0,0,27922,3259410,467,6368,December,68,0,0,11,4,1,8792.51
Supermarket,87,Market,Enugu,9,47,158,1,1,97223,356581,100,9785,April,85,0,1,11,2,0,10565.73
Retail_Shop,79,Estate,Ibadan,16,142,481,0,1,199250,1680895,148,40086,March,62,0,0,12,9,0,13041.52
Fashion_Store,37,Market,Lagos,19,185,218,0,1,164725,4761503,50,43190,October,66,0,0,11,1,0,23175.94
Electronics,15,Shopping_Mall,Enugu,5,151,297,1,1,10684,3716103,199,561,December,34,1,1,10,8,1,28228.48
Supermarket,80,Shopping_Mall,Port_Harcourt,6,103,80,0,0,6830,2168579,227,19064,April,36,0,1,12,2,1,16140.5
Retail_Shop,84,Shopping_Mall,Ibadan,2,159,388,0,1,147999,2355206,94,13113,April,68,0,1,11,9,1,22499.33
Restaurant,85,Market,Kano,19,70,119,1,1,160267,2550310,136,21218,December,68,0,1,15,0,0,24647.22
Retail_Shop,105,Market,Enugu,2,115,458,0,0,63968,2331885,479,32516,September,54,0,0,11,2,0,8407.84
Restaurant,51,Market,Port_Harcourt,11,130,71,0,1,155205,1531649,212,7384,December,93,0,1,12,5,0,13135.16
Salon,103,Shopping_Mall,Kano,3,187,48,0,1,121570,4901056,51,15884,July,30,1,1,13,3,0,23150.52
Supermarket,85,Estate,Enugu,17,24,40,1,1,120419,4115515,59,38639,January,44,0,0,13,2,1,21880.97
Retail_Shop,100,Estate,Lagos,6,119,356,0,0,50183,2396381,438,23183,August,36,0,0,14,5,0,8608.94
Salon,79,Market,Kano,11,91,173,0,1,184846,824546,252,40870,May,91,0,1,14,5,0,11629.98
Salon,61,Market,Kano,4,13,114,0,1,176700,3150206,137,35675,March,61,0,1,11,8,1,27678.71
Pharmacy,96,Shopping_Mall,Lagos,10,189,87,1,1,193903,3056575,310,28034,July,60,0,1,15,9,1,27948.02
Electronics,98,Shopping_Mall,Port_Harcourt,12,158,388,1,1,123219,3147340,265,49089,December,44,0,0,13,8,1,32638.88
Electronics,75,Street_Shop,Port_Harcourt,17,187,160,0,1,102633,2695087,84,23555,October,79,1,1,14,0,0,16267.92
Salon,15,Shopping_Mall,Port_Harcourt,6,87,138,1,1,37479,3699141,153,47241,July,57,0,1,11,3,0,19584.28
Restaurant,115,Street_Shop,Abuja,19,105,47,0,0,48708,4162457,451,45616,December,54,1,1,14,5,0,28322.2
Supermarket,36,Street_Shop,Kano,6,29,80,1,0,51931,3315224,392,21024,April,91,1,1,11,5,0,29151.02
Pharmacy,89,Market,Port_Harcourt,17,72,347,0,1,51389,4770994,426,12761,April,44,0,1,13,2,0,24376.26
Electronics,57,Street_Shop,Enugu,8,124,151,1,0,183276,2041497,152,24198,December,48,0,0,12,2,1,18818.34
Salon,56,Market,Abuja,10,123,268,0,1,38953,565906,131,41481,November,80,0,0,11,0,0,11603.93
Restaurant,18,Market,Lagos,18,43,405,1,0,190550,1831127,119,21667,November,65,0,0,10,5,0,14404.17
Retail_Shop,56,Online,Kano,7,65,157,0,1,161836,389917,337,4398,December,48,1,0,8,6,0,8663.25
Supermarket,8,Street_Shop,Enugu,6,24,408,1,1,104840,600596,292,36386,July,37,1,1,15,0,1,11141.7
Restaurant,79,Market,Kano,1,80,92,1,0,29015,3614552,49,28590,February,76,1,0,14,6,0,14176.85
Salon,25,Street_Shop,Port_Harcourt,15,31,407,0,0,24970,3517447,371,18544,December,89,1,0,8,5,1,15286.0
Supermarket,19,Estate,Kano,3,180,216,0,1,143472,638195,159,9640,November,40,0,1,10,7,0,10039.28
Salon,36,Shopping_Mall,Port_Harcourt,3,196,53,1,1,171461,2054969,39,9040,July,67,0,1,15,6,1,16018.69
Fashion_Store,87,Street_Shop,Lagos,6,99,314,0,1,59224,2746924,269,39566,September,57,0,1,8,8,0,16179.49
Restaurant,37,Street_Shop,Kano,13,69,303,0,0,160894,1881663,152,41603,October,56,0,0,14,4,1,10368.27
Salon,110,Market,Kano,3,22,494,1,1,48991,3326825,254,16072,June,67,1,1,9,3,0,23674.95
Salon,15,Shopping_Mall,Kano,6,128,306,0,1,180444,1930041,385,45599,November,73,1,1,15,8,1,22851.27
Pharmacy,92,Street_Shop,Port_Harcourt,11,69,181,0,0,40192,2225099,96,8977,July,84,0,0,15,4,0,6463.84
Salon,37,Market,Port_Harcourt,8,131,206,1,0,110249,4708605,457,12945,November,57,0,0,8,6,1,23498.8
Retail_Shop,90,Market,Abuja,11,103,421,0,0,77949,592568,277,10250,January,57,1,0,15,6,0,5891.89
Supermarket,34,Shopping_Mall,Kano,9,187,117,0,1,199542,423470,199,11651,March,59,0,0,12,0,1,12023.09
Supermarket,14,Estate,Ibadan,2,92,47,1,1,35070,3365101,348,42305,September,38,0,1,14,9,0,18663.59
Electronics,91,Online,Enugu,19,56,186,0,1,177912,1248928,120,42104,August,75,0,0,8,0,0,9050.44
Salon,76,Market,Ibadan,19,161,85,1,1,50167,3828274,99,915,November,68,1,0,14,2,0,24038.1
Pharmacy,90,Street_Shop,Port_Harcourt,13,184,286,0,1,70962,2848321,222,49718,October,91,1,0,10,1,1,24248.3
Restaurant,117,Market,Lagos,7,97,424,1,0,66110,1996373,484,1060,August,30,1,0,13,1,0,12703.45
Electronics,53,Estate,Abuja,19,146,83,0,1,123076,2046393,149,8451,March,63,0,1,13,1,0,17208.24
Supermarket,90,Shopping_Mall,Lagos,19,94,342,0,1,77010,3053199,473,38064,September,94,0,0,10,7,1,18574.59
Fashion_Store,113,Street_Shop,Abuja,9,63,51,0,1,124885,4031779,149,27869,October,71,1,1,12,9,1,22240.36
Fashion_Store,71,Market,Lagos,12,168,204,1,0,8484,4700291,35,9396,March,89,1,1,13,1,1,44601.71
Electronics,62,Street_Shop,Ibadan,14,158,349,1,1,77922,2282628,123,38769,February,46,0,0,9,3,0,12271.05
Fashion_Store,47,Online,Abuja,10,49,411,1,1,120083,4657982,33,30891,January,79,1,0,14,6,1,26950.16
Pharmacy,7,Estate,Kano,8,193,173,0,1,169539,2707351,349,34310,February,61,0,1,14,4,0,8363.83
Restaurant,110,Shopping_Mall,Enugu,17,15,370,0,1,182565,4962205,54,4650,May,83,0,0,12,5,0,14284.26
Pharmacy,49,Street_Shop,Lagos,11,68,69,0,1,50757,3848984,313,37733,March,53,0,0,9,1,1,22103.34
Retail_Shop,116,Street_Shop,Lagos,7,40,244,0,1,168708,4911331,278,21759,June,65,0,0,8,8,1,18990.4
Electronics,89,Market,Enugu,14,167,218,0,1,176036,1011074,439,17870,August,30,1,0,13,1,1,12745.81
Fashion_Store,90,Market,Enugu,15,178,221,0,1,121502,4860629,26,18522,December,47,0,1,10,1,0,27719.83
Restaurant,63,Online,Ibadan,5,155,27,1,1,86149,2222371,205,2591,June,72,0,0,9,9,0,9763.97
Salon,60,Street_Shop,Lagos,17,144,325,1,1,86534,2346491,394,42715,November,82,0,1,12,2,1,31293.58
Retail_Shop,107,Shopping_Mall,Kano,14,45,185,0,1,13228,3459603,290,40852,December,73,0,1,15,1,1,26598.9
Salon,116,Street_Shop,Port_Harcourt,6,173,326,0,1,159587,3564070,286,47490,June,63,0,1,13,4,1,22370.39
Pharmacy,10,Shopping_Mall,Lagos,4,104,490,1,1,101509,4526068,421,40144,December,70,0,1,15,1,0,24090.23
Electronics,114,Market,Lagos,7,154,285,0,1,30552,4239545,406,14252,April,71,0,0,10,0,0,26094.68
Electronics,26,Shopping_Mall,Ibadan,7,84,63,1,0,65399,3059335,381,10078,October,86,0,0,10,5,0,11228.64
Salon,108,Street_Shop,Port_Harcourt,18,152,66,1,0,191062,3610102,209,37596,August,34,0,1,12,1,0,21281.29
Fashion_Store,58,Shopping_Mall,Port_Harcourt,15,23,287,0,1,78300,176597,274,38838,May,90,0,1,14,7,0,6520.58
Supermarket,15,Estate,Lagos,14,153,134,1,0,151767,738494,237,11457,August,51,0,0,9,3,0,7853.55
Supermarket,27,Street_Shop,Lagos,19,67,457,0,1,90580,3645339,469,29728,May,43,0,0,10,1,0,12678.43
Pharmacy,42,Shopping_Mall,Abuja,13,183,175,0,0,125329,479233,361,28952,February,40,0,1,13,6,1,8450.67
Retail_Shop,42,Street_Shop,Ibadan,5,28,137,0,1,77147,1782469,398,44132,January,83,1,0,10,7,0,13296.84
Supermarket,43,Market,Enugu,9,28,389,1,0,199470,392654,291,3285,March,55,0,0,14,3,1,11454.3
Salon,25,Shopping_Mall,Lagos,19,129,289,1,1,23469,2378233,32,35143,October,94,0,1,13,7,1,16856.31
Pharmacy,32,Market,Port_Harcourt,2,19,380,1,1,149104,4744064,252,20518,December,59,1,0,9,7,1,34727.27
Supermarket,117,Street_Shop,Enugu,17,13,101,0,1,115609,2875508,115,4625,February,86,0,0,12,7,0,7987.1
Retail_Shop,70,Shopping_Mall,Enugu,9,24,343,1,0,144712,2921525,430,5881,November,85,0,0,13,0,0,20678.25
Salon,110,Market,Ibadan,16,139,199,1,1,109389,3516699,148,25092,February,71,0,0,13,5,0,15597.08
Fashion_Store,66,Shopping_Mall,Port_Harcourt,17,58,35,1,1,76216,2406679,21,27361,July,70,0,1,13,9,0,17766.49
Retail_Shop,101,Market,Enugu,12,192,309,1,1,148299,1886990,206,3706,November,38,1,1,14,9,0,26616.88
Pharmacy,53,Market,Port_Harcourt,7,116,369,0,1,113814,3636529,331,13233,July,51,0,1,13,1,0,16742.7
Pharmacy,70,Street_Shop,Port_Harcourt,16,22,269,0,1,152631,2085341,334,10681,September,50,1,1,11,6,0,15734.54
Restaurant,60,Market,Port_Harcourt,11,166,199,1,1,72332,133703,425,6209,March,58,0,1,9,7,0,9264.88
Fashion_Store,60,Street_Shop,Lagos,8,154,85,0,0,34735,1397366,248,18627,December,55,1,1,12,7,1,17442.94
Retail_Shop,22,Shopping_Mall,Kano,10,23,213,0,1,134517,2808260,240,38096,October,67,1,1,13,4,1,17229.92
Electronics,43,Market,Kano,3,90,351,1,1,83651,4136634,140,47973,November,44,0,0,9,0,0,29039.31
Salon,49,Market,Ibadan,10,106,174,0,0,92521,3664719,319,44388,May,34,1,1,10,5,0,21538.89
Salon,52,Market,Lagos,14,129,97,0,1,106980,3402951,464,16901,July,38,0,1,13,8,1,15606.02
Pharmacy,75,Estate,Lagos,6,12,326,1,1,74110,4225994,294,14671,October,31,0,1,15,8,1,26590.9
Restaurant,53,Shopping_Mall,Kano,13,166,493,0,1,142327,176154,30,3570,April,66,1,1,8,4,1,10297.23
Salon,60,Shopping_Mall,Ibadan,5,36,181,0,0,98161,3355276,67,20123,September,50,1,0,15,8,0,11318.13
Fashion_Store,9,Online,Abuja,2,103,280,0,0,12722,4853759,32,45773,January,41,0,0,9,2,0,8117.9
Salon,19,Street_Shop,Kano,15,183,294,1,1,174518,3391173,220,22118,January,31,0,0,8,7,1,13426.4
Retail_Shop,12,Market,Enugu,6,117,453,1,1,142559,3517785,483,41652,July,75,0,0,8,6,1,17708.29
Salon,34,Shopping_Mall,Enugu,5,71,114,1,1,118967,1137083,176,10888,June,39,0,0,15,9,0,6843.7
Restaurant,34,Street_Shop,Abuja,15,11,119,1,0,42121,4062711,497,6951,November,86,0,1,15,8,1,24660.24
Restaurant,27,Street_Shop,Lagos,15,132,494,1,0,22313,1808563,168,6023,January,38,1,0,12,9,0,6168.14
Retail_Shop,28,Market,Lagos,8,99,144,0,1,91258,4374642,164,31464,June,64,0,0,12,5,1,13721.07
Restaurant,27,Estate,Enugu,1,59,314,1,0,25526,2891567,489,37762,March,85,0,1,10,1,1,17511.92
Pharmacy,25,Online,Lagos,15,124,297,1,0,130609,2132427,176,40689,November,93,0,1,15,2,0,22082.89
Salon,58,Estate,Enugu,12,10,325,0,1,167746,2711977,498,11678,July,33,0,0,13,6,1,12753.94
Pharmacy,9,Shopping_Mall,Kano,12,149,432,0,1,23028,3464732,375,47234,June,62,0,1,9,4,0,12259.23
Restaurant,119,Online,Ibadan,4,141,498,1,0,155152,388013,346,7948,July,81,0,0,10,8,0,6258.25
Electronics,47,Street_Shop,Ibadan,10,110,41,0,1,135442,3857728,98,29075,November,73,0,1,12,6,0,20479.83
Salon,28,Market,Ibadan,9,93,40,1,0,142642,1781343,260,14654,August,61,0,1,12,6,0,9622.92
Retail_Shop,112,Shopping_Mall,Ibadan,10,82,391,1,1,84557,1297451,196,3969,July,72,0,0,11,4,0,10045.67
Fashion_Store,42,Street_Shop,Lagos,4,14,293,1,0,7941,3638221,353,5595,June,36,0,0,11,6,1,16590.65
Fashion_Store,103,Market,Ibadan,8,94,150,1,0,91722,1901014,333,27730,June,45,1,0,8,7,0,13092.33
Pharmacy,82,Market,Abuja,3,166,276,0,1,141102,3414970,163,27565,June,88,0,0,14,9,1,18564.68
Fashion_Store,40,Street_Shop,Port_Harcourt,10,92,433,1,0,18258,2793606,346,16777,January,68,0,0,14,4,0,10639.65
Fashion_Store,51,Shopping_Mall,Enugu,2,130,190,0,0,53310,323832,396,14561,July,66,1,0,15,7,0,4823.35
Supermarket,85,Street_Shop,Enugu,13,27,224,0,1,46443,1160956,326,33762,July,82,0,1,14,9,0,9971.55
Salon,104,Market,Ibadan,12,69,224,0,1,178337,1637628,469,9976,September,54,1,0,9,1,1,14272.56
Salon,104,Street_Shop,Lagos,11,19,65,0,1,93444,3318927,188,14068,December,54,0,0,10,3,1,20397.87
Retail_Shop,8,Shopping_Mall,Enugu,11,98,437,1,0,76436,3289033,160,49724,February,65,0,1,9,0,1,15138.78
Restaurant,17,Market,Abuja,12,152,264,0,1,191084,635721,496,43089,February,89,0,0,9,9,1,9599.81
Supermarket,17,Market,Lagos,15,134,436,1,0,110558,2178595,194,4368,June,94,0,1,14,9,0,16004.23
Supermarket,66,Street_Shop,Lagos,10,41,229,0,1,184882,4302930,120,40281,July,89,0,0,12,4,0,19581.2
Pharmacy,22,Shopping_Mall,Enugu,15,80,424,0,0,33306,2449712,382,43133,May,30,1,0,10,2,0,11245.47
Retail_Shop,46,Shopping_Mall,Lagos,10,11,316,1,0,128591,3228196,101,18137,January,76,0,1,14,2,0,12295.03
Restaurant,107,Street_Shop,Lagos,12,175,112,1,0,48811,638756,494,45557,June,85,1,1,11,7,1,15566.09
Pharmacy,106,Shopping_Mall,Lagos,7,145,441,0,1,87847,4338199,229,46134,June,78,0,0,12,8,1,23099.42
Fashion_Store,12,Market,Port_Harcourt,4,189,143,0,1,128461,220494,130,30058,March,42,0,1,13,6,0,8534.76
Supermarket,102,Market,Port_Harcourt,15,142,218,1,1,24515,1492940,432,5226,July,55,1,1,11,3,1,18219.09
Supermarket,57,Street_Shop,Lagos,8,34,459,1,1,119842,2288177,171,27247,August,92,1,1,12,1,1,24022.82
Salon,23,Estate,Kano,6,191,347,0,0,77852,3306440,187,41077,August,74,0,0,12,7,1,12942.06
Restaurant,10,Shopping_Mall,Kano,18,50,25,0,1,127732,221754,84,35302,September,90,0,1,9,9,0,6607.48
Restaurant,36,Street_Shop,Port_Harcourt,6,107,136,0,1,100951,160950,172,15404,December,44,0,1,15,1,0,5774.48
Salon,104,Shopping_Mall,Port_Harcourt,5,156,34,1,0,91771,4703844,417,46593,April,49,0,1,15,4,0,29573.7
Retail_Shop,87,Market,Ibadan,4,105,204,1,1,51626,1701172,497,25414,September,85,0,0,14,8,1,13799.55
Salon,34,Online,Ibadan,5,66,313,1,1,40351,735104,246,45053,May,38,0,0,9,9,1,7303.69
Supermarket,23,Shopping_Mall,Abuja,17,139,117,1,1,78686,660498,20,17919,September,89,0,1,8,3,0,10813.28
Supermarket,112,Shopping_Mall,Port_Harcourt,5,116,47,1,0,192522,3752961,120,8099,September,62,1,0,14,2,1,18500.27
Fashion_Store,98,Estate,Lagos,7,102,434,0,1,107375,1923064,335,48817,May,62,0,0,11,9,0,10742.68
Fashion_Store,113,Shopping_Mall,Abuja,13,89,393,0,1,34603,1751740,241,30512,February,90,1,1,13,6,1,14874.87
Fashion_Store,96,Market,Kano,15,162,353,0,1,10706,2669120,366,27309,April,49,0,0,11,1,1,17627.61
Salon,6,Shopping_Mall,Lagos,19,175,130,1,0,164691,4395085,149,27458,November,85,0,0,13,2,1,16521.94
Retail_Shop,95,Estate,Kano,7,65,315,1,1,170628,877863,244,28716,January,78,1,1,13,5,1,14165.36
Pharmacy,12,Market,Enugu,3,171,155,0,0,126631,3662739,178,28433,March,56,0,1,9,2,1,19023.23
Supermarket,100,Shopping_Mall,Port_Harcourt,4,187,367,1,0,198699,1999894,310,20234,October,88,0,1,12,5,0,20175.94
Electronics,101,Estate,Lagos,12,12,257,0,1,15014,856801,212,16649,August,87,0,0,13,5,1,6991.05
Fashion_Store,72,Estate,Enugu,14,46,366,0,1,149281,2429498,354,5621,July,41,0,1,15,4,1,13734.43
Retail_Shop,94,Online,Ibadan,6,72,499,1,0,169918,1278933,400,1984,August,48,0,1,9,4,0,9798.33
Restaurant,8,Shopping_Mall,Ibadan,9,67,458,1,1,118648,768538,378,27951,March,47,0,1,15,8,1,15960.61
Electronics,79,Street_Shop,Kano,16,75,233,1,1,129680,648028,488,20815,April,60,1,1,8,4,0,19848.69
Supermarket,92,Market,Abuja,17,154,31,0,0,16371,3327111,140,14664,November,76,0,0,11,4,0,17994.44
Electronics,99,Market,Abuja,10,132,481,0,0,162884,172029,497,26938,May,45,0,1,14,5,1,7547.74
Retail_Shop,101,Street_Shop,Abuja,3,171,229,1,1,192993,313843,98,46481,November,40,1,1,8,8,0,23729.7
Restaurant,79,Market,Ibadan,17,97,224,0,0,48047,1381200,185,3696,May,64,0,1,13,2,0,6252.41
Salon,108,Market,Port_Harcourt,9,19,496,0,0,151599,2657760,235,31535,September,69,0,0,9,3,0,9942.41
Salon,86,Market,Port_Harcourt,8,79,346,0,1,160581,3979428,252,23008,April,47,0,0,8,0,1,28073.06
Supermarket,11,Shopping_Mall,Lagos,8,76,315,1,0,76344,3280924,30,25187,May,38,0,1,15,6,0,13501.84
Restaurant,47,Market,Enugu,11,35,274,0,1,82800,2313714,40,13652,April,61,1,1,12,5,1,18204.95
Fashion_Store,90,Estate,Kano,19,58,408,1,1,84442,2858874,362,19579,November,72,0,0,14,6,1,23174.65
Restaurant,49,Market,Enugu,5,33,474,1,0,160812,4089797,162,35542,September,74,0,0,12,3,1,22150.18
Restaurant,113,Street_Shop,Kano,10,86,162,0,1,122130,4403248,60,16101,March,79,1,1,8,5,0,31223.28
Electronics,76,Shopping_Mall,Port_Harcourt,17,161,267,1,1,162236,2321053,349,29037,September,94,1,1,11,7,0,23803.1
Retail_Shop,63,Shopping_Mall,Kano,16,63,391,0,1,15869,2206760,442,48140,September,56,0,1,15,1,1,14061.95
Salon,72,Market,Ibadan,6,69,268,1,1,57629,1555486,304,22250,September,33,0,0,8,4,0,10030.86
Restaurant,28,Street_Shop,Lagos,17,186,74,0,1,114754,2395486,40,30651,August,87,0,0,14,9,0,7856.26
Supermarket,86,Street_Shop,Port_Harcourt,15,122,300,1,1,69902,4054236,166,20958,February,83,0,1,9,9,1,21873.73
Supermarket,55,Market,Abuja,7,199,486,0,0,129029,2157351,302,18714,November,51,1,1,15,8,1,21645.5
Salon,35,Street_Shop,Kano,15,99,414,0,1,187309,857231,95,5442,August,93,0,1,10,4,1,7036.89
Supermarket,80,Shopping_Mall,Ibadan,14,128,161,0,0,134265,3471357,329,16057,January,53,0,1,10,8,1,14018.92
Restaurant,56,Market,Enugu,4,29,380,0,1,81907,2582645,462,43070,May,73,0,1,14,0,0,10244.1
Retail_Shop,17,Shopping_Mall,Enugu,15,188,445,1,1,77724,3301378,242,46410,January,58,0,0,10,5,0,13474.01
Retail_Shop,22,Market,Kano,19,10,306,0,1,178353,3936684,362,21889,March,48,1,0,10,8,0,18442.22
Electronics,14,Online,Abuja,12,35,406,1,0,21475,2168427,399,49950,December,30,0,0,14,2,0,16223.17
Retail_Shop,90,Shopping_Mall,Ibadan,11,127,193,1,1,24422,2171028,55,4792,November,71,1,0,14,9,0,19034.9
Salon,119,Shopping_Mall,Lagos,4,162,338,1,1,190998,544472,209,8476,August,57,0,1,10,5,1,12578.15
Pharmacy,68,Shopping_Mall,Port_Harcourt,18,58,430,1,0,39495,4553257,117,33841,March,56,0,1,14,3,0,28787.78
Retail_Shop,86,Market,Ibadan,4,191,194,0,1,166664,4691860,42,13820,October,59,0,1,8,8,1,22599.4
Electronics,49,Estate,Ibadan,19,106,384,1,0,152323,2018667,238,44657,April,45,0,0,9,6,1,24811.87
Fashion_Store,18,Market,Abuja,8,83,275,1,1,83558,1915737,420,42953,July,93,0,1,15,0,0,14886.45
Electronics,71,Market,Kano,15,129,68,1,0,46569,1607108,468,14003,August,39,1,0,15,3,0,12321.79
Retail_Shop,104,Estate,Port_Harcourt,19,134,194,0,1,83630,2504695,156,29114,June,94,1,0,9,1,1,14977.6
Pharmacy,101,Street_Shop,Lagos,16,68,236,1,0,15047,4636371,47,9940,January,86,0,1,13,2,0,15231.86
Electronics,57,Street_Shop,Ibadan,13,156,456,0,1,99786,3069890,47,21348,December,40,1,1,12,2,1,27147.2
Salon,59,Street_Shop,Port_Harcourt,4,126,371,0,1,78700,4089981,268,48140,June,78,0,0,11,1,0,17696.35
Supermarket,47,Street_Shop,Enugu,19,135,81,0,1,178322,3570967,433,19719,July,61,1,0,14,3,0,14496.51
Salon,58,Market,Enugu,4,44,332,0,0,185858,1628147,436,14820,July,55,1,0,8,6,0,9883.86
Supermarket,110,Market,Ibadan,4,35,227,1,1,48058,4516235,455,30620,September,30,0,0,13,2,1,22319.45
Fashion_Store,56,Market,Ibadan,2,49,207,0,1,30900,4976486,426,14245,April,63,1,1,8,2,0,30893.38
Pharmacy,41,Market,Abuja,13,182,380,0,1,122972,4522940,423,37372,July,60,0,0,9,5,1,19299.55
Salon,108,Market,Enugu,3,156,426,0,1,113659,2649194,24,7332,January,86,0,1,11,9,0,8640.29
Electronics,47,Shopping_Mall,Abuja,16,29,48,1,1,174038,4045958,97,29594,July,60,1,1,12,0,0,37109.57
Salon,27,Market,Abuja,17,111,146,0,0,167467,173896,302,15604,March,53,1,1,15,8,1,11060.59
Retail_Shop,103,Market,Lagos,11,10,475,0,1,82556,758620,98,32026,October,75,0,1,11,0,0,9922.71
Fashion_Store,84,Shopping_Mall,Lagos,13,112,453,1,0,102136,3811067,290,10730,August,37,0,1,9,8,0,18853.19
Electronics,47,Shopping_Mall,Port_Harcourt,13,98,148,1,1,100939,586338,290,2316,November,81,1,0,8,3,0,12992.92
Supermarket,36,Shopping_Mall,Ibadan,19,82,281,0,0,76008,4734356,322,1172,November,51,1,0,11,4,0,19199.32
Supermarket,41,Market,Kano,4,118,258,1,1,125734,2336757,475,3332,February,94,0,0,10,2,1,13235.15
Supermarket,13,Street_Shop,Abuja,6,177,242,0,1,129454,3882233,118,25978,October,38,0,1,15,0,0,11938.87
Pharmacy,109,Shopping_Mall,Enugu,18,56,472,0,1,34020,1566809,195,34993,June,59,0,1,13,7,0,11943.96
Electronics,6,Estate,Lagos,3,197,51,1,0,188918,4938884,475,47444,February,82,0,0,15,1,1,14789.2
Salon,29,Estate,Lagos,15,165,54,0,1,126957,2336139,233,49576,November,85,0,1,9,0,1,24291.7
Fashion_Store,90,Shopping_Mall,Ibadan,1,60,367,1,0,76477,1055961,32,1837,May,43,1,1,12,7,1,8923.29
Retail_Shop,27,Street_Shop,Kano,4,53,405,1,1,57557,489417,253,6003,August,91,0,0,9,7,1,4762.09
Supermarket,79,Shopping_Mall,Enugu,14,81,154,0,1,145388,3025816,472,27757,September,52,0,1,9,5,1,15761.08
Fashion_Store,47,Market,Ibadan,7,35,166,1,1,189664,3846281,55,14925,July,51,0,1,8,6,0,19200.97
Retail_Shop,75,Street_Shop,Port_Harcourt,2,83,495,1,1,86902,510140,41,27016,June,71,1,1,14,0,0,13451.05
Retail_Shop,102,Market,Ibadan,14,133,133,1,1,18532,2786991,392,4557,April,81,1,0,9,5,1,28408.1
Retail_Shop,54,Market,Abuja,11,86,428,1,1,119616,4045657,117,1618,September,75,0,0,13,4,0,13133.77
Salon,21,Estate,Kano,9,198,341,1,1,25429,809141,72,47988,October,64,0,0,13,9,0,8207.32
Pharmacy,95,Shopping_Mall,Kano,16,137,459,1,1,106229,3081192,235,40372,November,74,0,0,8,9,1,26667.53
Pharmacy,15,Shopping_Mall,Port_Harcourt,13,106,394,0,1,73254,3142875,266,42678,January,67,1,0,13,3,0,14778.73
Retail_Shop,51,Estate,Ibadan,9,174,72,0,1,199508,461939,223,35124,June,79,0,1,12,8,1,10114.48
Salon,103,Street_Shop,Enugu,13,83,215,1,1,38830,206669,425,13792,July,33,1,1,11,7,1,7859.35
Electronics,88,Market,Kano,8,166,211,1,0,18754,3033134,190,25088,September,86,1,1,12,9,1,24041.34
Salon,33,Market,Port_Harcourt,6,115,63,0,0,110521,4117546,280,14085,April,84,0,0,8,3,1,15955.05
Retail_Shop,118,Market,Kano,4,99,217,1,0,140873,286046,207,45959,March,60,0,1,10,7,1,16506.07
Fashion_Store,58,Market,Port_Harcourt,18,97,55,1,1,193549,1602213,153,10378,October,39,0,1,12,7,1,13916.37
Electronics,84,Online,Enugu,3,158,121,0,1,105937,608441,140,33113,May,33,0,1,12,8,1,7974.09
Salon,104,Estate,Abuja,7,24,491,0,1,105518,2554627,254,8873,March,43,0,1,9,8,0,15748.75
Electronics,9,Market,Lagos,18,137,27,0,0,52752,4071885,164,34053,October,76,0,1,14,6,1,14295.29
Supermarket,12,Shopping_Mall,Kano,14,86,172,0,1,35986,3456974,150,15277,August,93,0,0,10,3,1,13341.62
